Season,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
2019,"WSN",6267,0.093186532,0.208712302,0.44648318,0.264876632,0.341694806,0.454462989,0.796157795,0.189586357,0.306102117,868.7813194586961,80.28225283763103,0.3356960747394599,103.78527707408135
2019,"NYM",6290,0.082034976,0.220031796,0.372832369,0.256934566,0.328329607,0.44185633,0.770185937,0.184921764,0.298881987,817.1948545781156,25.8019825426123,0.32513465356696625,104.99474021047284
2019,"PHI",6261,0.089762018,0.232071554,0.38678596,0.245736851,0.31940874,0.426673846,0.746082586,0.180936995,0.293116586,754.6641271953533,-33.08003366542365,0.3144088300161808,90.4090025322915
2019,"PIT",6228,0.068240205,0.194765574,0.350370981,0.264627894,0.321249393,0.420187378,0.741436771,0.155559484,0.309154113,743.946919690033,-39.64525948915841,0.31296262882089104,91.77759634272846
2019,"STL",6167,0.090968055,0.230257823,0.395070422,0.245182602,0.322175048,0.414755,0.736930048,0.169572398,0.291936738,740.7806823636128,-35.13662158598178,0.3141665370477204,95.36521601845664
2019,"SDP",6019,0.083734839,0.262668217,0.318785578,0.237618252,0.307640862,0.409942496,0.717583358,0.172324244,0.293208172,672.6695971555541,-84.62669804026372,0.3046289135829109,88.7070923679911
2019,"SFG",6170,0.076985413,0.232576985,0.331010452,0.238752464,0.302147738,0.391647248,0.693794986,0.152894784,0.289873102,640.4449568811993,-135.84979994853927,0.2947973391296817,82.17912056523083
2020,"LAA",2308,0.103552859,0.212305025,0.487755102,0.248019801,0.332319721,0.430198019,0.76251774,0.182178218,0.284347231,307.90208837002433,18.33497711628594,0.32907059287235024,106.45869259138657
2020,"BAL",2242,0.073148974,0.229259589,0.319066147,0.258144126,0.320610687,0.429417571,0.750028258,0.171273445,0.308650519,287.1825198969337,5.895923956343733,0.32303129001097247,101.94197510671522
2020,"BOS",2304,0.081163194,0.236545138,0.343119266,0.2650024,0.330434782,0.445031204,0.775465986,0.180028804,0.321282401,314.4461360521441,25.380874211323757,0.33291882068490897,105.13479900008502
2020,"CHW",2267,0.078958976,0.251874724,0.313485113,0.260869565,0.325673884,0.45334636,0.779020244,0.192476795,0.314429289,311.90256986084546,27.479415089517474,0.33416907551223257,111.13500211818985
2020,"CLE",2247,0.10636404,0.230084557,0.462282398,0.227667177,0.316800714,0.372128637,0.688929351,0.14446146,0.276626161,250.15344910760612,-31.760458599131404,0.3032775538887632,90.21550508279643
